image_id ,healthy               ,multiple_diseases     ,rust                  ,scab
Test_32  ,0.011544113978743553  ,0.007574175950139761  ,0.018720392137765884  ,0.9621614217758179
Test_33  ,1.4710921277583111e-05,7.783190085319802e-05 ,4.4560310925589874e-05,0.9998629093170166
Test_34  ,0.00039257900789380074,0.0002367891720496118 ,1.6290548956021667e-05,0.9993543028831482
Test_35  ,6.354477136483183e-06 ,2.2378428184310906e-05,7.799103514116723e-06 ,0.9999634027481079
Test_36  ,1.649316072871443e-05 ,8.057092054514214e-05 ,0.9998624324798584    ,4.05449463869445e-05
Test_37  ,0.0038543958216905594 ,0.032330311834812164  ,0.0010609372984617949 ,0.9627543687820435
Test_38  ,9.621026038075797e-07 ,0.0007802070467732847 ,9.79396190814441e-06  ,0.9992091059684753
Test_39  ,1.2756619071296882e-05,0.00011669498780975118,0.9998563528060913    ,1.4191447917255573e-05
Test_40  ,5.160128694114974e-06 ,0.00024422051501460373,0.9996196031570435    ,0.00013099938223604113
Test_41  ,1.9642302504507825e-05,7.493673183489591e-05 ,0.9998958110809326    ,9.555635188007727e-06
Test_42  ,7.061795622576028e-05 ,0.0004239722911734134 ,9.2978953034617e-06   ,0.9994961023330688
Test_43  ,0.007722486741840839  ,0.0312916524708271    ,0.9598681330680847    ,0.0011177678825333714
Test_44  ,0.0032525670249015093 ,0.9800232648849487    ,0.006291576195508242  ,0.010432645678520203
Test_45  ,4.9493777623865753e-05,0.0034343171864748    ,7.062703662086278e-05 ,0.9964455962181091
Test_46  ,0.1402917206287384    ,0.2581639885902405    ,0.012697769328951836  ,0.5888465642929077
Test_47  ,2.9504137273761444e-05,4.6613877202617005e-05,0.9998565912246704    ,6.720174860674888e-05
Test_48  ,9.247261186828837e-05 ,0.0001375477440888062 ,0.9996139407157898    ,0.00015612784773111343
Test_49  ,4.985732175555313e-06 ,3.0426392186200246e-05,0.9999568462371826    ,7.724711394985206e-06
Test_50  ,2.968781245726859e-06 ,0.004739127121865749  ,0.9951317310333252    ,0.0001262545702047646
Test_51  ,3.1134877644944936e-05,0.05492892488837242   ,0.9441986083984375    ,0.000841268862131983
Test_52  ,1.5081113815540448e-05,0.008839734829962254  ,0.9906754493713379    ,0.0004696657706517726
Test_53  ,8.238364534918219e-05 ,9.117716399487108e-05 ,0.9997860789299011    ,4.044256638735533e-05
Test_54  ,0.03468983992934227   ,0.9018427133560181    ,0.0164796132594347    ,0.04698791727423668
Test_55  ,3.3501288498882786e-07,5.921879164816346e-06 ,2.3819459329388337e-06,0.9999912977218628
Test_56  ,0.00010856631706701592,0.0023282140027731657 ,0.00030060173594392836,0.9972625970840454
Test_57  ,0.9996756315231323    ,4.04314705519937e-05  ,3.408771226531826e-05 ,0.00024982821196317673
Test_58  ,1.8009639006777434e-06,3.576976450858638e-05 ,4.90818183607189e-06  ,0.9999575614929199
Test_59  ,0.00025502656353637576,0.7438732385635376    ,0.25500962138175964   ,0.0008620915468782187
Test_60  ,2.791861106743454e-06 ,7.667177851544693e-05 ,2.16502867260715e-05  ,0.9998989105224609
Test_61  ,0.9991846680641174    ,9.729270095704123e-05 ,0.00012908379721920937,0.0005889176391065121
Test_62  ,0.0011061676777899265 ,0.04648197069764137   ,0.005705383140593767  ,0.9467064738273621
Test_63  ,0.000361044512828812  ,0.01068150345236063   ,0.00019701573182828724,0.9887603521347046
Test_64  ,0.33044636249542236   ,0.002397873904556036  ,0.0063103847205638885 ,0.6608454585075378
Test_65  ,3.1986230169422925e-05,0.0822012796998024    ,0.9172616004943848    ,0.0005050984909757972
Test_66  ,0.9999816417694092    ,1.3267193025967572e-05,3.3077292300731642e-06,1.6963568896244396e-06
Test_67  ,8.819225513434503e-06 ,7.051872671581805e-05 ,0.9999074935913086    ,1.3112552551319823e-05
Test_68  ,3.9477385143982247e-05,0.010979104787111282  ,0.00018839894619304687,0.9887930750846863
Test_69  ,1.9078581317444332e-05,7.08691804902628e-05  ,0.9998561143875122    ,5.3968386055203155e-05
Test_70  ,3.977091546403244e-05 ,6.979321187827736e-05 ,0.00019921164494007826,0.9996912479400635
Test_71  ,0.0004857171734329313 ,0.0010110093280673027 ,0.9983988404273987    ,0.00010440183541504666
Test_72  ,3.056926288991235e-06 ,3.525011197780259e-05 ,2.2377955247065984e-05,0.9999393224716187
Test_73  ,0.999982476234436     ,6.461923931055935e-06 ,2.994814394696732e-06 ,8.1289954323438e-06
Test_74  ,0.9991820454597473    ,0.00015710074512753636,1.121820446314814e-06 ,0.0006597783649340272
Test_75  ,0.0006877669948153198 ,0.00010663539433153346,0.0028399124275892973 ,0.9963656663894653
Test_76  ,0.9999967813491821    ,1.6523785006938851e-06,4.62550957536223e-07  ,1.0589653811621247e-06
Test_77  ,7.525697583332658e-05 ,6.956986908335239e-05 ,0.9998438358306885    ,1.1418110261729453e-05
Test_78  ,3.947890490962891e-06 ,0.0001394749851897359 ,3.847479820251465e-05 ,0.9998181462287903
Test_79  ,0.0006834605010226369 ,0.0010501793585717678 ,0.0002648942172527313 ,0.9980015158653259
Test_80  ,7.1149211180454586e-06,0.5471808314323425    ,0.41637369990348816   ,0.03643834963440895
Test_81  ,0.00041132490150630474,0.2212560921907425    ,0.7753925919532776    ,0.002940006088465452
Test_82  ,0.0003150366246700287 ,0.31242886185646057   ,0.1870773732662201    ,0.5001786947250366
Test_83  ,4.09990434491192e-06  ,0.0315450094640255    ,0.9677212238311768    ,0.000729698222130537
Test_84  ,0.0035500749945640564 ,0.0011745317606255412 ,0.00020322209456935525,0.9950721859931946
Test_85  ,0.0002714617003221065 ,0.0004194792709313333 ,0.00019408542721066624,0.9991149306297302
Test_86  ,0.0021110752131789923 ,0.02941060997545719   ,0.9680922031402588    ,0.00038601894630119205
Test_87  ,0.7109739780426025    ,0.07059560716152191   ,0.012614728882908821  ,0.20581567287445068
Test_88  ,0.0018500370206311345 ,0.18809495866298676   ,0.0027357281651347876 ,0.8073193430900574
Test_89  ,0.7802073359489441    ,0.006017015315592289  ,0.0007535053300671279 ,0.21302209794521332
Test_90  ,0.00022511575662065297,0.03087107092142105   ,0.9663429856300354    ,0.0025608004070818424
Test_91  ,0.9999839067459106    ,1.7462493815401103e-06,8.198418299798504e-07 ,1.3559999388235155e-05
Test_92  ,0.9999692440032959    ,6.321065484371502e-06 ,1.690021417743992e-05 ,7.5580778684525285e-06
Test_93  ,5.039932602812769e-06 ,0.000523958180565387  ,0.9993292093276978    ,0.00014186353655532002
Test_94  ,1.4391407603397965e-06,1.706811053736601e-05 ,6.914216555742314e-06 ,0.9999746084213257
Test_95  ,0.9998314380645752    ,7.099269714672118e-05 ,1.3599759768112563e-05,8.399230137001723e-05
Test_96  ,7.404733423754806e-06 ,3.313673005322926e-05 ,3.328822640469298e-05 ,0.9999262094497681
Test_97  ,0.9991875290870667    ,0.00010656935774022713,5.178034189157188e-05 ,0.0006540828035213053
Test_98  ,0.006695703603327274  ,0.020171327516436577  ,0.0036165437195450068 ,0.969516396522522
Test_99  ,0.018327904865145683  ,0.0021181285846978426 ,0.010617361404001713  ,0.968936562538147
Test_100 ,7.838129386072978e-05 ,0.00015253339370246977,4.7457915570703335e-06,0.9997643828392029
Test_101 ,0.4597049057483673    ,0.0022553023882210255 ,0.0015153958229348063 ,0.5365243554115295
Test_102 ,0.003621199168264866  ,0.00024576784926466644,0.0001743998727761209 ,0.9959586262702942
Test_103 ,0.010092206299304962  ,0.09255565702915192   ,0.00154786033090204   ,0.8958042860031128
Test_104 ,0.0004061491636093706 ,0.004179611336439848  ,0.0012535533169284463 ,0.9941607117652893
Test_105 ,8.803805030765943e-06 ,2.243820927105844e-05 ,4.9783643589762505e-06,0.9999637603759766
Test_106 ,0.9995319843292236    ,0.0001777638535713777 ,2.10342877835501e-05  ,0.00026914701447822154
Test_107 ,3.704054688569158e-05 ,0.0024982683826237917 ,0.9968118071556091    ,0.0006528049125336111
Test_108 ,0.015250029973685741  ,0.5244908928871155    ,0.011226505041122437  ,0.44903257489204407
Test_109 ,0.9893953204154968    ,0.002284996910020709  ,0.0007056913455016911 ,0.007613976486027241
Test_110 ,0.9995773434638977    ,3.546610241755843e-05 ,5.116756437928416e-05 ,0.0003361231938470155
Test_111 ,0.8716443181037903    ,0.006083012092858553  ,0.005516913253813982  ,0.11675574630498886
Test_112 ,4.415312287164852e-05 ,0.0029319508466869593 ,0.9961453676223755    ,0.0008785013342276216
Test_113 ,0.002773919142782688  ,0.014774637296795845  ,0.0018866669852286577 ,0.9805647730827332
Test_114 ,0.016108090057969093  ,0.7078993916511536    ,0.023702023550868034  ,0.2522904872894287
Test_115 ,1.5915582480374724e-05,2.6274463380104862e-05,0.9999524354934692    ,5.3033040785521735e-06
Test_116 ,0.001188693568110466  ,0.0019519493216648698 ,0.9959523677825928    ,0.0009070432279258966
Test_117 ,7.1236490839510225e-06,0.015634553506970406  ,0.9840913414955139    ,0.00026697106659412384
Test_118 ,8.720232926862082e-07 ,1.2802562196156941e-05,0.999984860420227     ,1.5334831005020533e-06
Test_119 ,0.9957061409950256    ,0.0019922477658838034 ,0.0011156272375956178 ,0.0011860078666359186
Test_120 ,4.518638434092281e-06 ,0.0001651013153605163 ,0.9997013211250305    ,0.000129050575196743
Test_121 ,1.8597973394207656e-05,0.003420188557356596  ,0.9942194223403931    ,0.002341744489967823
Test_122 ,1.2071846867911518e-05,0.001977532636374235  ,0.9976358413696289    ,0.00037449231604114175
Test_123 ,3.883841054630466e-05 ,0.01456152368336916   ,0.9850903749465942    ,0.00030920549761503935
Test_124 ,6.198485061759129e-05 ,0.0009497267310507596 ,3.771479532588273e-05 ,0.9989506006240845
Test_125 ,0.002005273476243019  ,0.10046079754829407   ,0.005712832789868116  ,0.8918210864067078
Test_126 ,0.9999879598617554    ,6.630953066633083e-06 ,4.166977305430919e-06 ,1.2245249081388465e-06
Test_127 ,0.5992660522460938    ,0.0009845541790127754 ,0.0020626860205084085 ,0.3976866602897644
Test_128 ,0.0002126995095750317 ,0.18880176544189453   ,0.7692220211029053    ,0.04176349565386772
Test_129 ,3.7996022001607344e-05,0.0767810270190239    ,0.9187943339347839    ,0.004386573564261198
Test_130 ,8.573023251301493e-07 ,3.216684490325861e-05 ,9.222724656865466e-06 ,0.9999576807022095
Test_131 ,3.255148612879566e-06 ,1.7426746126147918e-06,1.2503638799898908e-06,0.9999936819076538
Test_132 ,0.9999768733978271    ,1.3135767403582577e-05,8.552841791242827e-06 ,1.4045238003745908e-06
Test_133 ,0.0004868615360464901 ,0.004387047607451677  ,0.0005797205376438797 ,0.9945464134216309
Test_134 ,0.9201878309249878    ,0.0009254544856958091 ,7.609223393956199e-05 ,0.07881058007478714
Test_135 ,6.568743174284464e-06 ,0.017942531034350395  ,0.9810804724693298    ,0.0009703863179311156
Test_136 ,3.2568778784991537e-09,2.769605998764746e-06 ,1.8077001584515529e-07,0.9999970197677612
Test_137 ,1.3765710491497885e-06,0.002262552035972476  ,0.9975610971450806    ,0.00017493453924544156
Test_138 ,5.2041399612789974e-05,0.0005783685483038425 ,0.9992154836654663    ,0.00015407759929075837
Test_139 ,0.9999268054962158    ,3.796973032876849e-05 ,2.2648741833108943e-06,3.297930015833117e-05
Test_140 ,0.09152907133102417   ,0.24807818233966827   ,0.6329609751701355    ,0.027431853115558624
Test_141 ,9.527307156531606e-07 ,1.2052681995555758e-05,4.194910616206471e-06 ,0.9999828338623047
Test_142 ,1.24299049275578e-05  ,0.0002118512784363702 ,3.491130337351933e-05 ,0.9997407793998718
Test_143 ,0.046843282878398895  ,0.11942651122808456   ,0.0016433100681751966 ,0.8320869207382202
Test_144 ,0.999966025352478     ,1.4276465662987903e-05,6.859624591015745e-06 ,1.2806962331524119e-05
Test_145 ,0.0015427089529111981 ,0.0016748750349506736 ,0.0006632546428591013 ,0.9961191415786743
Test_146 ,2.3876630166341783e-06,3.0225359296309762e-05,0.9998308420181274    ,0.00013647973537445068
Test_147 ,1.9085686290054582e-05,0.03157627582550049   ,0.964992880821228     ,0.003411757294088602
Test_148 ,0.9916295409202576    ,0.0012338844826444983 ,0.00012710814189631492,0.007009490393102169
Test_149 ,0.004309541080147028  ,0.002517576329410076  ,0.9918299317359924    ,0.0013429448008537292
Test_150 ,0.00029502567485906184,0.01036544144153595   ,0.00032763456692919135,0.9890118837356567
Test_151 ,1.5987172446330078e-05,9.214535566570703e-06 ,0.9999619722366333    ,1.289778265345376e-05
Test_152 ,0.005520702339708805  ,0.08044957369565964   ,0.9113951921463013    ,0.002634588396176696
Test_153 ,3.7002217140980065e-05,7.727620686637238e-05 ,4.8890789912547916e-05,0.999836802482605
Test_154 ,0.0007173375925049186 ,0.014596820808947086  ,0.9841834306716919    ,0.0005024236161261797
Test_155 ,2.1583211491815746e-05,0.024880919605493546  ,0.9737919569015503    ,0.0013055142480880022
Test_156 ,0.005109621211886406  ,0.010210216976702213  ,0.0005470720352604985 ,0.9841331243515015
Test_157 ,0.3444066345691681    ,0.018788432702422142  ,0.15800130367279053   ,0.4788035750389099
Test_158 ,0.00011944475409109145,0.00022137652558740228,1.3823713743477128e-05,0.9996453523635864
Test_159 ,2.15553318412276e-05  ,0.00040225559496320784,0.9995318651199341    ,4.4383908971212804e-05
Test_160 ,0.9681260585784912    ,0.012188773602247238  ,0.002306284848600626  ,0.01737898401916027
Test_161 ,0.0018034339882433414 ,0.0045976582914590836 ,0.00028956730966456234,0.9933092594146729
Test_162 ,3.324811768834479e-05 ,0.00014662610192317516,0.9997735619544983    ,4.655833981814794e-05
Test_163 ,7.068250852171332e-05 ,0.4736568033695221    ,0.5180345177650452    ,0.008237951435148716
Test_164 ,0.05492623895406723   ,0.022252440452575684  ,0.0027467734180390835 ,0.9200745820999146
Test_165 ,7.62731531267491e-08  ,2.598308856249787e-05 ,8.383828458136122e-07 ,0.9999730587005615
Test_166 ,3.7445486668730155e-05,1.4532110071741045e-05,0.9998824596405029    ,6.556588050443679e-05
Test_167 ,0.003630646737292409  ,0.0016677131643518806 ,0.9941856265068054    ,0.0005160275613889098
Test_168 ,5.918996066611726e-07 ,0.9994822144508362    ,0.0004375532444100827 ,7.976753840921447e-05
Test_169 ,6.907625356689095e-05 ,3.641243529273197e-05 ,0.9998682737350464    ,2.6175817765761167e-05
Test_170 ,0.028657296672463417  ,0.027083635330200195  ,0.002700406825169921  ,0.9415585994720459
Test_171 ,4.006275412393734e-05 ,0.00022692530183121562,0.9996199607849121    ,0.00011306606029393151
Test_172 ,2.302438770129811e-05 ,0.026538757607340813  ,0.9732758402824402    ,0.00016239286924246699
Test_173 ,1.3399625231613754e-07,1.4670689779450186e-05,0.9999816417694092    ,3.62638115802838e-06
Test_174 ,0.04494854435324669   ,0.009615967981517315  ,0.001072338200174272  ,0.9443631768226624
Test_175 ,0.9998175501823425    ,5.8350880863144994e-05,7.572477898065699e-06 ,0.00011654919944703579
Test_176 ,2.2826376152806915e-05,0.0008302056230604649 ,0.9988816380500793    ,0.0002653337433002889
Test_177 ,9.938354196492583e-05 ,2.724258138186997e-06 ,8.002944582585769e-07 ,0.9998971223831177
Test_178 ,5.740995234759794e-08 ,1.6686152548572863e-06,2.684031983335444e-07 ,0.9999979734420776
Test_179 ,0.2489277422428131    ,0.010050317272543907  ,0.7309370636940002    ,0.010084896348416805
Test_180 ,6.192677392391488e-05 ,0.13094423711299896   ,0.8678983449935913    ,0.001095463871024549
Test_181 ,0.00010839971218956634,0.00035063206451013684,0.00010988457506755367,0.9994310736656189
Test_182 ,4.0151484427042305e-05,0.0019156390335410833 ,0.9976617097854614    ,0.00038241775473579764
Test_183 ,0.9990956783294678    ,7.506208203267306e-05 ,4.262688889866695e-05 ,0.0007866203086450696
Test_184 ,0.31387096643447876   ,0.004143881611526012  ,0.003384062321856618  ,0.6786011457443237
Test_185 ,0.0001243593287654221 ,0.0036902031861245632 ,7.371166429948062e-05 ,0.9961118102073669
Test_186 ,0.0016239546239376068 ,0.020643265917897224  ,0.0006292211473919451 ,0.977103590965271
Test_187 ,1.0691293027775828e-05,0.000134676942252554  ,0.9997599720954895    ,9.459939610678703e-05
Test_188 ,4.684153464040719e-05 ,8.757370233070105e-05 ,0.9998161196708679    ,4.952375456923619e-05
Test_189 ,0.9998154044151306    ,3.550365363480523e-05 ,1.5638353943359107e-05,0.00013351411325857043
Test_190 ,0.001123762340284884  ,0.5188554525375366    ,0.4742828905582428    ,0.005737837869673967
Test_191 ,0.0018113888800144196 ,0.024197546765208244  ,0.9729925990104675    ,0.0009984654607251287
Test_192 ,0.43377605080604553   ,0.02205318585038185   ,0.5409531593322754    ,0.0032176082022488117
Test_193 ,1.7108958445533062e-06,5.126509131514467e-05 ,0.999910831451416     ,3.628330159699544e-05
Test_194 ,0.00018025076133199036,0.11263471096754074   ,0.8861663341522217    ,0.0010187641019001603
Test_195 ,0.9973984956741333    ,0.0016722820000723004 ,0.00030634348513558507,0.0006229757564142346
Test_196 ,0.0015778623055666685 ,0.13544191420078278   ,0.0007144201663322747 ,0.8622658252716064
Test_197 ,0.00034270118339918554,0.01245697122067213   ,0.8882946372032166    ,0.09890570491552353
Test_198 ,0.0012632418656721711 ,0.0012597847962751985 ,0.00029272056417539716,0.9971842169761658
Test_199 ,0.030920671299099922  ,0.4463641345500946    ,0.2641194462776184    ,0.2585957646369934
Test_200 ,0.0006389367044903338 ,0.006080457009375095  ,0.9927783608436584    ,0.0005022489931434393
Test_201 ,1.4346786883834284e-05,9.250868060917128e-06 ,1.1955586160183884e-05,0.9999643564224243
Test_202 ,9.349975880468264e-05 ,0.02200901508331299   ,0.38526400923728943   ,0.5926334857940674
Test_203 ,3.1626106647308916e-05,0.0008436435018666089 ,0.9990084767341614    ,0.00011623885802691802
Test_204 ,7.363034092122689e-05 ,0.0019959041383117437 ,0.0002400395314907655 ,0.9976904392242432
Test_205 ,0.0015995370922610164 ,5.3580104577122256e-05,0.00010421601473353803,0.9982427358627319
Test_206 ,4.0109916881192476e-06,6.685653261229163e-06 ,2.8563042633322766e-06,0.9999864101409912
Test_207 ,0.0014653460821136832 ,0.003922439645975828  ,0.9936407208442688    ,0.0009714944171719253
Test_208 ,0.006899705156683922  ,0.006222747266292572  ,0.0005874009802937508 ,0.9862901568412781
Test_209 ,2.4396404114668258e-05,0.7607901692390442    ,0.23877228796482086   ,0.00041314162081107497
Test_210 ,1.368349131780633e-07 ,5.703817805624567e-06 ,3.3524909213156207e-06,0.9999908208847046
Test_211 ,7.824122440069914e-05 ,0.8792453408241272    ,0.015267259441316128  ,0.10540908575057983
Test_212 ,3.801850107265636e-05 ,5.710797995561734e-05 ,0.9998953342437744    ,9.478863830736373e-06
Test_213 ,2.497817149560433e-06 ,0.999035120010376     ,0.0007119535584934056 ,0.00025045344955287874
Test_214 ,0.004053235519677401  ,0.00025987476692534983,0.9956449270248413    ,4.193374115857296e-05
Test_215 ,0.08285926282405853   ,0.8172314763069153    ,0.014730499126017094  ,0.08517878502607346
Test_216 ,0.9993304014205933    ,0.0003591605054680258 ,0.00016382551984861493,0.0001467191323172301
Test_217 ,2.5820590963121504e-06,0.00012910721125081182,1.0417594239697792e-05,0.9998579025268555
Test_218 ,0.9991795420646667    ,7.936457404866815e-05 ,8.573679224355146e-06 ,0.0007325045298784971
Test_219 ,9.725440577312838e-06 ,1.0709561138355639e-05,0.9999775886535645    ,1.8695171775107156e-06
Test_220 ,2.6196329372396576e-07,1.623654270588304e-06 ,7.251303941302467e-06 ,0.9999908208847046
Test_221 ,0.11686372756958008   ,0.4999425411224365    ,0.012186994776129723  ,0.3710067570209503
Test_222 ,0.00010791137901833281,0.0004384080530144274 ,0.9993717074394226    ,8.200200682040304e-05
Test_223 ,6.846123596915277e-06 ,9.391967614647001e-05 ,0.9998880624771118    ,1.119250646297587e-05
Test_224 ,0.8482531905174255    ,0.007825500331819057  ,0.008165217004716396  ,0.13575614988803864
Test_225 ,0.9993622899055481    ,0.00014562587602995336,0.0002767829573713243 ,0.00021533339167945087
Test_226 ,0.00011818365601357073,0.00555415591225028   ,0.9939836859703064    ,0.0003440565778873861
Test_227 ,1.8854991594707826e-06,2.3300410248339176e-05,1.0707517503760755e-05,0.9999641180038452
Test_228 ,1.40200718306005e-05  ,9.293123002862558e-05 ,0.9998775720596313    ,1.5446747056557797e-05
Test_229 ,5.475110356201185e-06 ,0.0004889185074716806 ,0.9992823004722595    ,0.00022337384871207178
Test_230 ,9.677426714915782e-05 ,0.0020300461910665035 ,9.057696297531947e-05 ,0.9977826476097107
Test_231 ,1.717127474876179e-06 ,3.975488198193489e-06 ,5.907928880333202e-06 ,0.9999884366989136
Test_232 ,0.9999595880508423    ,2.5276907763327472e-05,3.1607419259671587e-06,1.1898633601958863e-05
Test_233 ,0.9999619722366333    ,6.070291419746354e-06 ,8.193619578378275e-07 ,3.1174571631709114e-05
Test_234 ,0.003289188025519252  ,0.0006939014419913292 ,0.00014883471885696054,0.9958680868148804
Test_235 ,3.252609559467601e-08 ,4.042053478769958e-05 ,2.214796040789224e-06 ,0.9999573230743408
Test_236 ,0.0007181758410297334 ,0.06233644485473633   ,0.14539723098278046   ,0.7915481925010681
Test_237 ,0.00020586095342878252,0.006841478869318962  ,0.0008365635294467211 ,0.9921160340309143
Test_238 ,4.572154466586653e-06 ,0.0016962586669251323 ,0.9976800084114075    ,0.0006192505243234336
Test_239 ,3.641678995336406e-05 ,0.003527920227497816  ,0.9963002800941467    ,0.00013541619409807026
Test_240 ,5.9729660279117525e-05,0.02111905813217163   ,0.9782823920249939    ,0.0005388599820435047
Test_241 ,2.6344359866925515e-05,0.001366364536806941  ,0.9972323775291443    ,0.0013749138452112675
Test_242 ,0.012121337465941906  ,0.02462039701640606   ,0.0018358813831582665 ,0.961422324180603
Test_243 ,0.9998019337654114    ,2.795297041302547e-05 ,0.0001345957862213254 ,3.558598837116733e-05
Test_244 ,3.258437936892733e-05 ,0.0012133497511968017 ,0.004650444258004427  ,0.9941036105155945
Test_245 ,0.0017200051806867123 ,0.6856427788734436    ,0.30973711609840393   ,0.0029000353533774614
Test_246 ,4.391112452140078e-05 ,0.0005051575717516243 ,4.9247773858951405e-05,0.9994016885757446
Test_247 ,4.7411319314960565e-08,4.517610796028748e-05 ,2.615796120153391e-06 ,0.9999521970748901
Test_248 ,0.009052129462361336  ,0.13740725815296173   ,0.002843195106834173  ,0.85069739818573
Test_249 ,0.00037307594902813435,0.01210909802466631   ,0.9851362109184265    ,0.0023816002067178488
Test_250 ,0.9998414516448975    ,0.00010834870772669092,4.4641870772466063e-05,5.491182491823565e-06
Test_251 ,0.9998437166213989    ,4.0905189962359145e-05,1.2752869224641472e-05,0.00010264819138683379
Test_252 ,0.0008351266151294112 ,0.10763244330883026   ,0.8460840582847595    ,0.045448318123817444
Test_253 ,0.00041421325295232236,0.2076406627893448    ,0.0010537782218307257 ,0.7908913493156433
Test_254 ,0.00018171766714658588,0.004277384839951992  ,0.00012714001059066504,0.9954137206077576
Test_255 ,0.07610946148633957   ,0.06865992397069931   ,0.006687933579087257  ,0.8485426902770996
Test_256 ,0.00016717586549930274,0.0027907511685043573 ,0.000250330864218995  ,0.996791660785675
Test_257 ,6.772211781935766e-05 ,9.456374391447753e-05 ,0.9998225569725037    ,1.5149284990911838e-05
Test_258 ,0.031022844836115837  ,0.9375528693199158    ,0.024613138288259506  ,0.006811182480305433
Test_259 ,0.6433852910995483    ,0.009058241732418537  ,0.012158222496509552  ,0.33539825677871704
Test_260 ,0.11842221021652222   ,0.003723619971424341  ,0.0005426636198535562 ,0.8773115277290344
Test_261 ,0.00014084731810726225,0.00027501059230417013,0.9984866380691528    ,0.0010975253535434604
Test_262 ,0.00023149032494984567,0.07520721852779388   ,0.0025955387391149998 ,0.9219657778739929
Test_263 ,0.9959476590156555    ,0.0005673049599863589 ,4.0746839658822864e-05,0.0034443684853613377
Test_264 ,0.9999312162399292    ,1.0045815542980563e-05,1.70302973856451e-05  ,4.164192796451971e-05
Test_265 ,0.00012486336345318705,0.0013498212210834026 ,0.9983288645744324    ,0.00019652812625281513
Test_266 ,1.6303040411003167e-06,1.673848782957066e-05 ,1.7250030168725061e-06,0.9999799728393555
Test_267 ,0.9999916553497314    ,2.563403086242033e-06 ,8.183383215509821e-07 ,4.943162366544129e-06
Test_268 ,3.7514396353799384e-06,0.6806439757347107    ,0.31809985637664795   ,0.0012524396879598498
